flight_id,date_key,airline_key,origin_key,dest_key,op_carrier_fl_num,crs_dep_time,dep_time,dep_delay,crs_arr_time,arr_time,arr_delay,taxi_out,taxi_in,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,cancelled,diverted,cancellation_code
1,20240418,9,83,241,3535.0,1018,1015.0,-3.0,1149,1139.0,-10.0,21.0,4.0,151.0,144.0,119.0,835.0,0,0,0,0,0,0,0,
2,20240101,2,64,225,148.0,1637,1633.0,-4.0,1923,1906.0,-17.0,14.0,6.0,286.0,273.0,253.0,1773.0,0,0,0,0,0,0,0,
3,20241212,1,56,18,5440.0,1000,952.0,-8.0,1059,1042.0,-17.0,13.0,8.0,59.0,50.0,29.0,106.0,0,0,0,0,0,0,0,
4,20240408,14,214,163,1971.0,1330,1334.0,4.0,1430,1431.0,1.0,8.0,6.0,180.0,177.0,163.0,1099.0,0,0,0,0,0,0,0,
5,20240216,14,51,209,862.0,1340,1333.0,-7.0,1510,1509.0,-1.0,16.0,4.0,90.0,96.0,76.0,399.0,0,0,0,0,0,0,0,
6,20240415,14,256,225,2358.0,715,708.0,-7.0,830,816.0,-14.0,13.0,4.0,75.0,68.0,51.0,304.0,0,0,0,0,0,0,0,
7,20241127,7,196,1,163.0,933,924.0,-9.0,1202,1158.0,-4.0,12.0,5.0,149.0,154.0,137.0,914.0,0,0,0,0,0,0,0,
8,20240831,3,38,222,1269.0,1855,1850.0,-5.0,2155,2128.0,-27.0,21.0,3.0,300.0,278.0,254.0,1973.0,0,0,0,0,0,0,0,
9,20240419,12,165,273,3438.0,820,814.0,-6.0,939,937.0,-2.0,29.0,5.0,79.0,83.0,49.0,308.0,0,0,0,0,0,0,0,
10,20240208,12,268,28,5654.0,2235,2227.0,-8.0,2350,2327.0,-23.0,17.0,3.0,75.0,60.0,40.0,238.0,0,0,0,0,0,0,0,
11,20240919,7,89,20,1510.0,1501,1548.0,47.0,1707,1743.0,36.0,12.0,7.0,126.0,115.0,96.0,813.0,0,0,0,0,36,0,0,
12,20240328,2,194,174,2050.0,2039,2115.0,36.0,2337,25.0,48.0,48.0,5.0,178.0,190.0,137.0,1096.0,19,0,12,0,17,0,0,
13,20240614,2,246,64,1911.0,635,639.0,4.0,759,805.0,6.0,27.0,7.0,84.0,86.0,52.0,257.0,0,0,0,0,0,0,0,
14,20241026,14,293,38,1102.0,1925,1911.0,-14.0,2015,1948.0,-27.0,6.0,4.0,110.0,97.0,87.0,612.0,0,0,0,0,0,0,0,
15,20240821,2,165,224,2832.0,905,903.0,-2.0,1725,1707.0,-18.0,13.0,11.0,320.0,304.0,280.0,2402.0,0,0,0,0,0,0,0,
16,20240323,13,108,82,2432.0,905,859.0,-6.0,1002,947.0,-15.0,10.0,23.0,117.0,108.0,75.0,483.0,0,0,0,0,0,0,0,
17,20240721,13,142,82,1926.0,1610,1612.0,2.0,1814,1750.0,-24.0,12.0,14.0,244.0,218.0,192.0,1452.0,0,0,0,0,0,0,0,
18,20241218,13,82,142,1101.0,800,754.0,-6.0,1319,1302.0,-17.0,18.0,4.0,199.0,188.0,166.0,1452.0,0,0,0,0,0,0,0,
19,20241011,5,18,206,3146.0,1540,1537.0,-3.0,1612,1600.0,-12.0,10.0,6.0,92.0,83.0,67.0,425.0,0,0,0,0,0,0,0,
20,20240412,14,282,51,1124.0,1810,1806.0,-4.0,2035,2025.0,-10.0,10.0,11.0,145.0,139.0,118.0,880.0,0,0,0,0,0,0,0,
21,20240724,12,90,214,4055.0,832,827.0,-5.0,935,929.0,-6.0,14.0,3.0,123.0,122.0,105.0,651.0,0,0,0,0,0,0,0,
22,20240908,6,293,62,2920.0,1805,1817.0,12.0,2041,2105.0,24.0,31.0,11.0,156.0,168.0,126.0,927.0,12,0,12,0,0,0,0,
23,20241125,13,143,216,469.0,720,715.0,-5.0,1002,946.0,-16.0,21.0,9.0,162.0,151.0,121.0,925.0,0,0,0,0,0,0,0,
24,20241006,5,83,174,461.0,600,556.0,-4.0,1032,1007.0,-25.0,14.0,5.0,212.0,191.0,172.0,1389.0,0,0,0,0,0,0,0,
25,20240116,2,83,183,2100.0,1538,,,1710,,,,,92.0,,,460.0,0,0,0,0,0,1,0,B
26,20241007,12,216,110,5581.0,1405,1358.0,-7.0,1613,1612.0,-1.0,39.0,4.0,68.0,74.0,31.0,157.0,0,0,0,0,0,0,0,
27,20240208,2,238,64,1576.0,1004,957.0,-7.0,1226,1155.0,-31.0,9.0,7.0,142.0,118.0,102.0,683.0,0,0,0,0,0,0,0,
28,20240921,12,165,3,4108.0,829,918.0,49.0,1130,1213.0,43.0,23.0,8.0,121.0,115.0,84.0,677.0,43,0,0,0,0,0,0,
29,20240630,5,205,279,2107.0,1815,1811.0,-4.0,2014,2001.0,-13.0,14.0,5.0,239.0,230.0,211.0,1522.0,0,0,0,0,0,0,0,
30,20240728,14,184,82,2532.0,1600,1815.0,135.0,1810,1955.0,105.0,17.0,7.0,250.0,220.0,196.0,1546.0,0,105,0,0,0,0,0,
31,20241120,14,138,77,1565.0,1200,1200.0,0.0,1335,1324.0,-11.0,8.0,4.0,95.0,84.0,72.0,458.0,0,0,0,0,0,0,0,
32,20240903,2,216,98,1872.0,704,659.0,-5.0,1010,959.0,-11.0,18.0,11.0,126.0,120.0,91.0,719.0,0,0,0,0,0,0,0,
33,20241221,14,136,154,2584.0,2050,2213.0,83.0,2350,108.0,78.0,10.0,5.0,120.0,115.0,100.0,816.0,14,0,0,0,64,0,0,
34,20240509,5,90,283,2868.0,840,843.0,3.0,919,925.0,6.0,21.0,4.0,99.0,102.0,77.0,440.0,0,0,0,0,0,0,0,
35,20240104,2,64,266,751.0,1641,1656.0,15.0,1940,1921.0,-19.0,13.0,9.0,359.0,325.0,303.0,2279.0,0,0,0,0,0,0,0,
36,20240722,9,110,83,3909.0,1214,1207.0,-7.0,1346,1336.0,-10.0,12.0,17.0,152.0,149.0,120.0,859.0,0,0,0,0,0,0,0,
37,20240303,3,266,225,700.0,1148,1201.0,13.0,1542,1550.0,8.0,25.0,4.0,174.0,169.0,140.0,1107.0,0,0,0,0,0,0,0,
38,20241015,2,194,79,2878.0,803,758.0,-5.0,1037,1006.0,-31.0,11.0,3.0,154.0,128.0,114.0,919.0,0,0,0,0,0,0,0,
39,20241122,6,221,224,2720.0,1253,1247.0,-6.0,1535,1525.0,-10.0,15.0,12.0,162.0,158.0,131.0,951.0,0,0,0,0,0,0,0,
40,20240226,2,268,83,2093.0,1019,1015.0,-4.0,1546,1512.0,-34.0,12.0,11.0,207.0,177.0,154.0,1464.0,0,0,0,0,0,0,0,
41,20240318,4,256,155,1190.0,2115,2128.0,13.0,534,611.0,37.0,21.0,12.0,319.0,343.0,310.0,2446.0,13,0,24,0,0,0,0,
42,20241116,12,28,268,4724.0,615,607.0,-8.0,730,707.0,-23.0,10.0,5.0,75.0,60.0,45.0,238.0,0,0,0,0,0,0,0,
43,20241013,13,174,216,2485.0,1634,1630.0,-4.0,1810,1843.0,33.0,38.0,28.0,156.0,193.0,127.0,733.0,0,0,33,0,0,0,0,
44,20241014,14,278,175,894.0,915,914.0,-1.0,1040,1031.0,-9.0,10.0,5.0,85.0,77.0,62.0,387.0,0,0,0,0,0,0,0,
45,20240101,5,278,276,2376.0,1320,1317.0,-3.0,1604,1551.0,-13.0,15.0,3.0,104.0,94.0,76.0,532.0,0,0,0,0,0,0,0,
46,20241121,3,157,311,61.0,1008,1003.0,-5.0,1110,1050.0,-20.0,9.0,3.0,62.0,47.0,35.0,198.0,0,0,0,0,0,0,0,
47,20240517,2,244,79,124.0,655,659.0,4.0,759,758.0,-1.0,13.0,6.0,64.0,59.0,40.0,227.0,0,0,0,0,0,0,0,
48,20240421,13,215,82,2682.0,1336,1336.0,0.0,1656,1644.0,-12.0,14.0,6.0,140.0,128.0,108.0,819.0,0,0,0,0,0,0,0,
49,20240831,12,18,84,4052.0,1250,1244.0,-6.0,1247,1232.0,-15.0,14.0,3.0,57.0,48.0,31.0,170.0,0,0,0,0,0,0,0,
50,20240422,2,83,163,468.0,1656,1726.0,30.0,1756,1814.0,18.0,19.0,7.0,180.0,168.0,142.0,1055.0,0,0,0,0,18,0,0,
51,20240828,12,113,266,3790.0,715,706.0,-9.0,834,834.0,0.0,27.0,8.0,79.0,88.0,53.0,224.0,0,0,0,0,0,0,0,
52,20240919,13,13,216,2656.0,1655,1648.0,-7.0,1820,1844.0,24.0,34.0,41.0,145.0,176.0,101.0,723.0,0,0,24,0,0,0,0,
53,20240626,2,83,165,187.0,1833,1833.0,0.0,1950,1935.0,-15.0,21.0,8.0,197.0,182.0,153.0,1235.0,0,0,0,0,0,0,0,
54,20240129,13,38,216,466.0,1650,1636.0,-14.0,1841,1823.0,-18.0,16.0,21.0,111.0,107.0,70.0,409.0,0,0,0,0,0,0,0,
55,20240922,13,225,98,1375.0,2359,20.0,21.0,747,738.0,-9.0,17.0,11.0,288.0,258.0,230.0,2133.0,0,0,0,0,0,0,0,
56,20241207,6,268,163,4158.0,1053,1043.0,-10.0,1234,1224.0,-10.0,14.0,12.0,101.0,101.0,75.0,414.0,0,0,0,0,0,0,0,
57,20240530,14,188,186,950.0,1655,2010.0,195.0,1830,2130.0,180.0,9.0,2.0,95.0,80.0,69.0,480.0,4,0,0,0,176,0,0,
58,20240316,14,106,65,4777.0,2050,2113.0,23.0,2330,2348.0,18.0,12.0,5.0,160.0,155.0,138.0,973.0,2,0,0,0,16,0,0,
59,20241120,9,2,83,3706.0,815,805.0,-10.0,912,904.0,-8.0,10.0,15.0,57.0,59.0,34.0,158.0,0,0,0,0,0,0,0,
60,20240305,5,276,18,986.0,1740,1739.0,-1.0,2317,2302.0,-15.0,11.0,9.0,217.0,203.0,183.0,1590.0,0,0,0,0,0,0,0,
61,20240121,6,295,293,4653.0,1718,1815.0,57.0,2014,2053.0,39.0,21.0,7.0,176.0,158.0,130.0,955.0,0,0,0,0,39,0,0,
62,20240520,2,225,65,1569.0,858,902.0,4.0,1545,1534.0,-11.0,21.0,7.0,227.0,212.0,184.0,1670.0,0,0,0,0,0,0,0,
63,20240807,13,148,82,2730.0,1545,1545.0,0.0,1637,1620.0,-17.0,18.0,6.0,172.0,155.0,131.0,977.0,0,0,0,0,0,0,0,
64,20240704,6,240,244,1039.0,1014,956.0,-18.0,1223,1151.0,-32.0,14.0,7.0,129.0,115.0,94.0,700.0,0,0,0,0,0,0,0,
65,20240914,12,83,6,6193.0,905,900.0,-5.0,954,946.0,-8.0,22.0,4.0,49.0,46.0,20.0,89.0,0,0,0,0,0,0,0,
66,20240616,12,82,181,5307.0,1900,1850.0,-10.0,2152,2154.0,2.0,33.0,6.0,112.0,124.0,85.0,563.0,0,0,0,0,0,0,0,
67,20241003,2,216,104,1339.0,813,809.0,-4.0,1051,1028.0,-23.0,12.0,3.0,218.0,199.0,184.0,1352.0,0,0,0,0,0,0,0,
68,20240430,13,216,154,1269.0,1948,1944.0,-4.0,2315,2254.0,-21.0,18.0,5.0,147.0,130.0,107.0,864.0,0,0,0,0,0,0,0,
69,20240727,5,276,216,2247.0,830,837.0,7.0,1240,1248.0,8.0,17.0,18.0,190.0,191.0,156.0,1250.0,0,0,0,0,0,0,0,
70,20240218,5,278,276,1079.0,530,526.0,-4.0,810,755.0,-15.0,13.0,4.0,100.0,89.0,72.0,532.0,0,0,0,0,0,0,0,
71,20240205,2,155,165,1.0,700,737.0,37.0,1025,1100.0,35.0,18.0,18.0,385.0,383.0,347.0,2475.0,35,0,0,0,0,0,0,
72,20240703,12,265,90,3988.0,1027,1019.0,-8.0,1145,1136.0,-9.0,15.0,8.0,78.0,77.0,54.0,306.0,0,0,0,0,0,0,0,
73,20240816,12,268,113,5676.0,1340,1332.0,-8.0,1552,1531.0,-21.0,19.0,5.0,132.0,119.0,95.0,733.0,0,0,0,0,0,0,0,
74,20240527,2,268,194,2045.0,1307,1302.0,-5.0,2150,2139.0,-11.0,25.0,15.0,343.0,337.0,297.0,2585.0,0,0,0,0,0,0,0,
75,20240713,9,153,83,3669.0,854,850.0,-4.0,1035,1023.0,-12.0,10.0,16.0,101.0,93.0,67.0,408.0,0,0,0,0,0,0,0,
76,20241021,13,82,52,1923.0,1340,1332.0,-8.0,1523,1509.0,-14.0,15.0,4.0,103.0,97.0,78.0,524.0,0,0,0,0,0,0,0,
77,20240523,13,256,142,2221.0,825,819.0,-6.0,1615,1613.0,-2.0,22.0,11.0,290.0,294.0,261.0,2253.0,0,0,0,0,0,0,0,
78,20241229,11,64,78,5075.0,1822,1918.0,56.0,2004,2046.0,42.0,24.0,6.0,102.0,88.0,58.0,370.0,0,11,0,0,31,0,0,
79,20240102,13,82,194,456.0,1355,1352.0,-3.0,1951,1949.0,-2.0,16.0,21.0,236.0,237.0,200.0,1709.0,0,0,0,0,0,0,0,
80,20241209,4,49,155,301.0,1942,1955.0,13.0,2111,2110.0,-1.0,16.0,4.0,89.0,75.0,55.0,301.0,0,0,0,0,0,0,0,
81,20241029,13,142,98,1891.0,600,605.0,5.0,714,718.0,4.0,16.0,11.0,74.0,73.0,46.0,212.0,0,0,0,0,0,0,0,
82,20240916,1,155,244,5097.0,750,834.0,44.0,939,1011.0,32.0,20.0,7.0,109.0,97.0,70.0,427.0,32,0,0,0,0,0,0,
83,20240125,10,18,184,3066.0,640,640.0,0.0,814,801.0,-13.0,9.0,8.0,94.0,81.0,64.0,404.0,0,0,0,0,0,0,0,
84,20240902,14,225,38,3840.0,1720,1748.0,28.0,2240,2252.0,12.0,12.0,5.0,200.0,184.0,167.0,1449.0,0,0,0,0,0,0,0,
85,20241006,10,183,184,1857.0,1949,1945.0,-4.0,2337,2319.0,-18.0,10.0,7.0,168.0,154.0,137.0,1072.0,0,0,0,0,0,0,0,
86,20240109,10,18,90,968.0,1004,1044.0,40.0,1158,1218.0,20.0,11.0,9.0,114.0,94.0,74.0,594.0,0,20,0,0,0,0,0,
87,20240424,10,163,273,2518.0,713,708.0,-5.0,842,833.0,-9.0,22.0,3.0,89.0,85.0,60.0,386.0,0,0,0,0,0,0,0,
88,20241017,12,276,243,3756.0,2259,2259.0,0.0,2344,2338.0,-6.0,17.0,3.0,105.0,99.0,79.0,525.0,0,0,0,0,0,0,0,
89,20241024,8,212,135,145.0,800,755.0,-5.0,840,833.0,-7.0,9.0,6.0,40.0,38.0,23.0,100.0,0,0,0,0,0,0,0,
90,20240716,2,83,58,1422.0,2043,2212.0,89.0,15,143.0,88.0,18.0,4.0,152.0,151.0,129.0,987.0,0,0,0,0,88,0,0,
91,20240801,11,185,64,5143.0,2012,2001.0,-11.0,2150,2132.0,-18.0,16.0,7.0,98.0,91.0,68.0,413.0,0,0,0,0,0,0,0,
92,20240109,2,184,64,461.0,612,642.0,30.0,804,825.0,21.0,13.0,5.0,112.0,103.0,85.0,468.0,21,0,0,0,0,0,0,
93,20240528,3,222,268,1295.0,1950,2019.0,29.0,2135,2209.0,34.0,16.0,4.0,105.0,110.0,90.0,550.0,0,0,34,0,0,0,0,
94,20241231,5,279,18,661.0,1250,1246.0,-4.0,1958,1918.0,-40.0,9.0,4.0,248.0,212.0,199.0,1919.0,0,0,0,0,0,0,0,
95,20240730,13,88,82,1015.0,700,653.0,-7.0,824,805.0,-19.0,13.0,9.0,84.0,72.0,50.0,251.0,0,0,0,0,0,0,0,
96,20241226,2,184,83,668.0,646,641.0,-5.0,854,847.0,-7.0,20.0,15.0,188.0,186.0,151.0,985.0,0,0,0,0,0,0,0,
97,20240428,15,216,283,3618.0,1257,1249.0,-8.0,1423,1425.0,2.0,28.0,6.0,86.0,96.0,62.0,258.0,0,0,0,0,0,0,0,
98,20241122,15,290,98,3492.0,1230,1213.0,-17.0,1401,1405.0,4.0,64.0,5.0,91.0,112.0,43.0,195.0,0,0,0,0,0,0,0,
99,20240507,5,283,205,1454.0,1737,1729.0,-8.0,1915,1854.0,-21.0,13.0,5.0,98.0,85.0,67.0,448.0,0,0,0,0,0,0,0,
100,20241031,14,50,163,269.0,1410,1406.0,-4.0,1525,1518.0,-7.0,23.0,6.0,75.0,72.0,43.0,223.0,0,0,0,0,0,0,0,
101,20240328,1,18,12,5225.0,1110,1104.0,-6.0,1210,1212.0,2.0,31.0,3.0,60.0,68.0,34.0,143.0,0,0,0,0,0,0,0,
102,20240101,14,106,51,193.0,540,538.0,-2.0,810,753.0,-17.0,11.0,4.0,150.0,135.0,120.0,925.0,0,0,0,0,0,0,0,
103,20240603,11,78,64,5394.0,840,828.0,-12.0,1025,1000.0,-25.0,16.0,16.0,105.0,92.0,60.0,370.0,0,0,0,0,0,0,0,
104,20240430,2,215,225,2661.0,1555,1546.0,-9.0,1709,1717.0,8.0,21.0,15.0,74.0,91.0,55.0,325.0,0,0,0,0,0,0,0,
105,20241016,11,64,153,5529.0,1716,1708.0,-8.0,1821,1805.0,-16.0,29.0,8.0,125.0,117.0,80.0,562.0,0,0,0,0,0,0,0,
106,20241201,12,38,216,5741.0,800,755.0,-5.0,953,949.0,-4.0,12.0,23.0,113.0,114.0,79.0,409.0,0,0,0,0,0,0,0,
107,20240401,12,113,268,5319.0,528,520.0,-8.0,759,712.0,-47.0,11.0,6.0,151.0,112.0,95.0,733.0,0,0,0,0,0,0,0,
108,20241108,14,163,266,4237.0,935,937.0,2.0,1225,1216.0,-9.0,17.0,11.0,170.0,159.0,131.0,867.0,0,0,0,0,0,0,0,
109,20240826,2,155,64,397.0,1435,1453.0,18.0,1640,1718.0,38.0,36.0,30.0,125.0,145.0,79.0,541.0,18,0,20,0,0,0,0,
110,20241223,1,78,18,5345.0,1937,2038.0,61.0,2134,2213.0,39.0,15.0,7.0,117.0,95.0,73.0,432.0,0,0,0,0,39,0,0,
111,20241218,13,216,214,1793.0,845,843.0,-2.0,1023,1008.0,-15.0,16.0,3.0,98.0,85.0,66.0,416.0,0,0,0,0,0,0,0,
112,20240425,15,174,240,5660.0,955,1007.0,12.0,1129,1127.0,-2.0,26.0,4.0,94.0,80.0,50.0,269.0,0,0,0,0,0,0,0,
113,20240325,2,216,194,818.0,1540,1612.0,32.0,1949,2016.0,27.0,15.0,8.0,189.0,184.0,161.0,1197.0,3,0,0,0,24,0,0,
114,20240406,14,215,273,2158.0,1235,1232.0,-3.0,1350,1341.0,-9.0,9.0,4.0,75.0,69.0,56.0,333.0,0,0,0,0,0,0,0,
115,20241003,13,20,143,1966.0,515,505.0,-10.0,611,550.0,-21.0,12.0,5.0,56.0,45.0,28.0,140.0,0,0,0,0,0,0,0,
116,20240702,12,225,237,6289.0,1020,1015.0,-5.0,1135,1134.0,-1.0,29.0,6.0,75.0,79.0,44.0,261.0,0,0,0,0,0,0,0,
117,20240106,11,79,21,5170.0,1447,1441.0,-6.0,1620,1624.0,4.0,29.0,3.0,93.0,103.0,71.0,384.0,0,0,0,0,0,0,0,
118,20240727,12,142,90,3738.0,610,946.0,216.0,740,1100.0,200.0,8.0,6.0,90.0,74.0,60.0,383.0,200,0,0,0,0,0,0,
119,20240920,2,155,194,2131.0,706,659.0,-7.0,1022,955.0,-27.0,25.0,7.0,196.0,176.0,144.0,1089.0,0,0,0,0,0,0,0,
120,20240608,5,18,238,2147.0,929,941.0,12.0,1153,1158.0,5.0,14.0,5.0,144.0,137.0,118.0,903.0,0,0,0,0,0,0,0,
121,20240408,14,283,106,1826.0,2000,2001.0,1.0,2335,2337.0,2.0,14.0,7.0,155.0,156.0,135.0,1057.0,0,0,0,0,0,0,0,
122,20240920,12,268,215,5961.0,1151,1312.0,81.0,1321,1432.0,71.0,18.0,3.0,90.0,80.0,59.0,363.0,0,0,0,0,71,0,0,
123,20240720,1,57,18,4806.0,1820,,,2005,,,,,105.0,,,457.0,0,0,0,0,0,1,0,A
124,20240207,5,184,20,2259.0,1145,1132.0,-13.0,1346,1339.0,-7.0,18.0,16.0,181.0,187.0,153.0,994.0,0,0,0,0,0,0,0,
125,20240101,14,77,225,1901.0,1800,1755.0,-5.0,1940,1926.0,-14.0,9.0,7.0,160.0,151.0,135.0,879.0,0,0,0,0,0,0,0,
126,20240415,13,282,98,1309.0,600,554.0,-6.0,856,850.0,-6.0,17.0,7.0,176.0,176.0,152.0,1034.0,0,0,0,0,0,0,0,
127,20240610,12,266,202,3467.0,1055,1051.0,-4.0,1318,1310.0,-8.0,23.0,3.0,143.0,139.0,113.0,750.0,0,0,0,0,0,0,0,
128,20241229,2,216,106,635.0,1213,1300.0,47.0,1623,1716.0,53.0,25.0,9.0,190.0,196.0,162.0,1182.0,0,0,30,0,23,0,0,
129,20240813,3,216,268,597.0,1820,1831.0,11.0,2100,2142.0,42.0,39.0,12.0,280.0,311.0,260.0,1846.0,0,0,31,0,11,0,0,
130,20241209,11,231,64,5353.0,726,724.0,-2.0,1011,1008.0,-3.0,11.0,13.0,105.0,104.0,80.0,488.0,0,0,0,0,0,0,0,
131,20241124,13,20,268,1401.0,1948,1943.0,-5.0,2149,2135.0,-14.0,12.0,8.0,241.0,232.0,212.0,1504.0,0,0,0,0,0,0,0,
132,20240301,4,206,40,400.0,1115,1108.0,-7.0,1530,1518.0,-12.0,10.0,7.0,195.0,190.0,173.0,1368.0,0,0,0,0,0,0,0,
133,20240210,5,18,40,855.0,2059,2050.0,-9.0,2331,2313.0,-18.0,23.0,5.0,152.0,143.0,115.0,946.0,0,0,0,0,0,0,0,
134,20240104,14,205,186,1396.0,1720,1741.0,21.0,1855,1908.0,13.0,19.0,4.0,95.0,87.0,64.0,349.0,0,0,0,0,0,0,0,
135,20240804,14,95,136,2990.0,1655,1701.0,6.0,1950,1951.0,1.0,10.0,7.0,115.0,110.0,93.0,677.0,0,0,0,0,0,0,0,
136,20240830,13,216,143,2483.0,1035,1104.0,29.0,1326,1348.0,22.0,23.0,4.0,171.0,164.0,137.0,925.0,22,0,0,0,0,0,0,
137,20241017,5,83,155,854.0,1217,1212.0,-5.0,1659,1706.0,7.0,14.0,28.0,222.0,234.0,192.0,1391.0,0,0,0,0,0,0,0,
138,20240713,4,174,5,2310.0,1155,1152.0,-3.0,1309,1258.0,-11.0,15.0,7.0,74.0,66.0,44.0,202.0,0,0,0,0,0,0,0,
139,20241203,2,225,224,2300.0,942,941.0,-1.0,1612,1614.0,2.0,21.0,3.0,270.0,273.0,249.0,2075.0,0,0,0,0,0,0,0,
140,20240524,11,31,64,5418.0,1307,1300.0,-7.0,1542,1529.0,-13.0,20.0,10.0,95.0,89.0,59.0,350.0,0,0,0,0,0,0,0,
141,20241224,12,276,228,3825.0,1515,1513.0,-2.0,1615,1605.0,-10.0,17.0,5.0,60.0,52.0,30.0,150.0,0,0,0,0,0,0,0,
142,20241012,5,18,229,1363.0,1021,1014.0,-7.0,1200,1149.0,-11.0,17.0,7.0,99.0,95.0,71.0,526.0,0,0,0,0,0,0,0,
143,20240823,15,5,174,5852.0,1141,1132.0,-9.0,1259,1236.0,-23.0,11.0,8.0,78.0,64.0,45.0,202.0,0,0,0,0,0,0,0,
144,20241119,14,136,65,3667.0,1520,1529.0,9.0,1845,1850.0,5.0,20.0,6.0,145.0,141.0,115.0,1000.0,0,0,0,0,0,0,0,
145,20240225,2,83,229,2309.0,710,702.0,-8.0,1049,1029.0,-20.0,11.0,5.0,159.0,147.0,131.0,1067.0,0,0,0,0,0,0,0,
146,20240329,14,20,77,5903.0,1615,1608.0,-7.0,1720,1705.0,-15.0,12.0,6.0,65.0,57.0,39.0,189.0,0,0,0,0,0,0,0,
147,20240107,13,98,165,2304.0,1200,1158.0,-2.0,1518,1443.0,-35.0,15.0,6.0,378.0,345.0,324.0,2454.0,0,0,0,0,0,0,0,
148,20241207,1,155,48,5287.0,1050,1058.0,8.0,1216,1220.0,4.0,22.0,7.0,86.0,82.0,53.0,266.0,0,0,0,0,0,0,0,
149,20240411,15,13,216,3415.0,1652,1643.0,-9.0,1831,1807.0,-24.0,12.0,26.0,159.0,144.0,106.0,723.0,0,0,0,0,0,0,0,
150,20240116,2,163,216,2847.0,1201,1155.0,-6.0,1744,1740.0,-4.0,12.0,22.0,223.0,225.0,191.0,1514.0,0,0,0,0,0,0,0,
151,20240904,12,215,276,3933.0,1700,1655.0,-5.0,1945,1938.0,-7.0,11.0,8.0,105.0,103.0,84.0,558.0,0,0,0,0,0,0,0,
152,20241031,12,205,119,4003.0,1945,1950.0,5.0,2057,2104.0,7.0,26.0,6.0,72.0,74.0,42.0,252.0,0,0,0,0,0,0,0,
153,20240701,6,149,184,1237.0,1646,1804.0,78.0,1951,2036.0,45.0,11.0,8.0,185.0,152.0,133.0,971.0,0,0,0,0,45,0,0,
154,20241008,13,184,82,1520.0,1245,1309.0,24.0,1439,1448.0,9.0,12.0,8.0,234.0,219.0,199.0,1546.0,0,0,0,0,0,0,0,
155,20240418,5,18,194,1589.0,2300,2316.0,16.0,49,56.0,7.0,16.0,5.0,109.0,100.0,79.0,594.0,0,0,0,0,0,0,0,
156,20241116,2,64,22,2797.0,916,909.0,-7.0,1057,1051.0,-6.0,20.0,5.0,101.0,102.0,77.0,509.0,0,0,0,0,0,0,0,
157,20240623,14,49,51,2534.0,1910,1910.0,0.0,2020,2028.0,8.0,12.0,7.0,70.0,78.0,59.0,281.0,0,0,0,0,0,0,0,
158,20241201,12,105,225,6342.0,1440,1541.0,61.0,1536,1649.0,73.0,28.0,6.0,56.0,68.0,34.0,119.0,61,0,12,0,0,0,0,
159,20241116,5,90,254,1305.0,1850,1842.0,-8.0,2144,2126.0,-18.0,12.0,18.0,174.0,164.0,134.0,1084.0,0,0,0,0,0,0,0,
160,20241007,5,18,222,816.0,835,827.0,-8.0,1049,1026.0,-23.0,21.0,5.0,314.0,299.0,273.0,2172.0,0,0,0,0,0,0,0,
161,20240524,15,79,40,5704.0,1950,1950.0,0.0,2130,2151.0,21.0,46.0,7.0,100.0,121.0,68.0,399.0,0,0,21,0,0,0,0,
162,20240419,15,174,188,4354.0,1025,1014.0,-11.0,1235,1212.0,-23.0,17.0,5.0,190.0,178.0,156.0,963.0,0,0,0,0,0,0,0,
163,20240919,2,106,224,1380.0,1151,1146.0,-5.0,1439,1436.0,-3.0,19.0,6.0,168.0,170.0,145.0,992.0,0,0,0,0,0,0,0,
164,20240307,13,154,82,2266.0,1618,1630.0,12.0,1820,1828.0,8.0,13.0,8.0,242.0,238.0,217.0,1447.0,0,0,0,0,0,0,0,
165,20240610,3,266,143,452.0,2359,2348.0,-11.0,615,631.0,16.0,16.0,44.0,256.0,283.0,223.0,1874.0,0,0,16,0,0,0,0,
166,20240212,7,38,108,326.0,930,1136.0,126.0,1143,1343.0,120.0,17.0,9.0,133.0,127.0,101.0,741.0,120,0,0,0,0,0,0,
167,20240620,14,163,175,5015.0,740,735.0,-5.0,850,837.0,-13.0,15.0,4.0,70.0,62.0,43.0,231.0,0,0,0,0,0,0,0,
168,20240115,3,160,266,60.0,919,924.0,5.0,1214,1207.0,-7.0,5.0,10.0,115.0,103.0,88.0,680.0,0,0,0,0,0,0,0,
169,20240627,11,53,64,5116.0,518,705.0,107.0,626,811.0,105.0,25.0,18.0,68.0,66.0,23.0,88.0,105,0,0,0,0,0,0,
170,20240222,5,98,18,2340.0,1959,2022.0,23.0,2229,2234.0,5.0,16.0,7.0,150.0,132.0,109.0,746.0,0,0,0,0,0,0,0,
171,20240627,13,79,216,2148.0,1800,1825.0,25.0,1913,1938.0,25.0,24.0,14.0,133.0,133.0,95.0,612.0,11,0,0,0,14,0,0,
172,20241230,12,287,216,5654.0,1238,1233.0,-5.0,1718,1703.0,-15.0,27.0,18.0,220.0,210.0,165.0,1341.0,0,0,0,0,0,0,0,
173,20240221,12,228,276,3856.0,635,625.0,-10.0,730,718.0,-12.0,15.0,7.0,55.0,53.0,31.0,150.0,0,0,0,0,0,0,0,
