flight_id,date_key,airline_key,origin_key,dest_key,op_carrier_fl_num,crs_dep_time,dep_time,dep_delay,crs_arr_time,arr_time,arr_delay,taxi_out,taxi_in,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,cancelled,diverted,cancellation_code
2638,20241117,2,64,225,1688.0,1625,1623.0,-2.0,1906,1847.0,-19.0,13.0,5.0,281.0,264.0,246.0,1773.0,0,0,0,0,0,0,0,
2639,20240405,14,194,186,2605.0,625,624.0,-1.0,840,823.0,-17.0,11.0,4.0,195.0,179.0,164.0,1182.0,0,0,0,0,0,0,0,
2640,20241026,2,20,225,699.0,1857,1847.0,-10.0,1931,1912.0,-19.0,10.0,8.0,154.0,145.0,127.0,872.0,0,0,0,0,0,0,0,
2641,20240105,4,174,206,1919.0,1445,1439.0,-6.0,1732,1717.0,-15.0,19.0,32.0,227.0,218.0,167.0,1183.0,0,0,0,0,0,0,0,
2642,20240905,14,215,278,1601.0,1625,1622.0,-3.0,1745,1731.0,-14.0,7.0,3.0,80.0,69.0,59.0,390.0,0,0,0,0,0,0,0,
2643,20240919,2,194,257,1468.0,2110,2109.0,-1.0,2320,2322.0,2.0,38.0,4.0,190.0,193.0,151.0,1143.0,0,0,0,0,0,0,0,
2644,20240828,4,79,106,1079.0,1045,1034.0,-11.0,1320,1310.0,-10.0,19.0,4.0,155.0,156.0,133.0,899.0,0,0,0,0,0,0,0,
2645,20240406,14,184,18,5121.0,1830,1844.0,14.0,2005,2007.0,2.0,12.0,6.0,95.0,83.0,65.0,404.0,0,0,0,0,0,0,0,
2646,20240619,13,266,268,737.0,1143,1157.0,14.0,1400,1418.0,18.0,34.0,6.0,137.0,141.0,101.0,679.0,2,0,4,0,12,0,0,
2647,20240915,6,51,186,3087.0,1529,1558.0,29.0,1625,1646.0,21.0,13.0,7.0,116.0,108.0,88.0,611.0,9,0,0,0,12,0,0,
2648,20240828,13,18,143,1129.0,730,722.0,-8.0,845,825.0,-20.0,21.0,9.0,135.0,123.0,93.0,689.0,0,0,0,0,0,0,0,
2649,20241221,14,163,31,3062.0,920,921.0,1.0,1450,1448.0,-2.0,14.0,2.0,210.0,207.0,191.0,1618.0,0,0,0,0,0,0,0,
2650,20240421,12,222,225,4858.0,845,837.0,-8.0,1123,1102.0,-21.0,10.0,6.0,158.0,145.0,129.0,1009.0,0,0,0,0,0,0,0,
2651,20240811,6,62,106,3736.0,610,610.0,0.0,857,855.0,-2.0,11.0,17.0,167.0,165.0,137.0,1062.0,0,0,0,0,0,0,0,
2652,20240315,13,293,142,2045.0,1901,1901.0,0.0,2120,2110.0,-10.0,16.0,5.0,139.0,129.0,108.0,811.0,0,0,0,0,0,0,0,
2653,20241022,13,216,82,711.0,714,916.0,122.0,857,1052.0,115.0,20.0,8.0,163.0,156.0,128.0,888.0,37,0,0,0,78,0,0,
2654,20241129,12,312,225,4893.0,630,626.0,-4.0,732,717.0,-15.0,12.0,9.0,62.0,51.0,30.0,160.0,0,0,0,0,0,0,0,
2655,20240808,9,204,216,3905.0,1237,1252.0,15.0,1653,1655.0,2.0,16.0,18.0,196.0,183.0,149.0,1332.0,0,0,0,0,0,0,0,
2656,20240518,9,83,181,3504.0,820,817.0,-3.0,949,942.0,-7.0,14.0,22.0,89.0,85.0,49.0,309.0,0,0,0,0,0,0,0,
2657,20240202,11,197,64,5421.0,655,643.0,-12.0,1013,1004.0,-9.0,16.0,20.0,138.0,141.0,105.0,674.0,0,0,0,0,0,0,0,
2658,20240915,14,184,217,393.0,1245,1251.0,6.0,1440,1435.0,-5.0,11.0,4.0,115.0,104.0,89.0,655.0,0,0,0,0,0,0,0,
2659,20240711,13,143,98,2104.0,1830,1827.0,-3.0,2305,2247.0,-18.0,20.0,8.0,215.0,200.0,172.0,1400.0,0,0,0,0,0,0,0,
2660,20240630,3,268,266,1289.0,1115,1110.0,-5.0,1327,1318.0,-9.0,23.0,8.0,132.0,128.0,97.0,679.0,0,0,0,0,0,0,0,
2661,20240726,14,38,163,4465.0,2245,2241.0,-4.0,40,25.0,-15.0,13.0,8.0,235.0,224.0,203.0,1587.0,0,0,0,0,0,0,0,
2662,20240703,2,296,83,2340.0,754,754.0,0.0,910,905.0,-5.0,11.0,16.0,76.0,71.0,44.0,237.0,0,0,0,0,0,0,0,
2663,20240630,4,49,106,2465.0,857,1026.0,89.0,1151,1312.0,81.0,11.0,5.0,174.0,166.0,150.0,1166.0,23,0,0,0,58,0,0,
2664,20241031,13,275,98,2219.0,105,100.0,-5.0,522,500.0,-22.0,15.0,8.0,257.0,240.0,217.0,1608.0,0,0,0,0,0,0,0,
2665,20240429,14,181,77,2044.0,1505,1458.0,-7.0,1625,1610.0,-15.0,13.0,3.0,80.0,72.0,56.0,319.0,0,0,0,0,0,0,0,
2666,20240318,14,249,273,2636.0,1900,1854.0,-6.0,2005,1945.0,-20.0,9.0,4.0,65.0,51.0,38.0,188.0,0,0,0,0,0,0,0,
2667,20240306,14,216,38,3643.0,545,540.0,-5.0,725,705.0,-20.0,13.0,5.0,100.0,85.0,67.0,409.0,0,0,0,0,0,0,0,
2668,20240627,2,79,64,2725.0,1501,1512.0,11.0,1645,1633.0,-12.0,21.0,5.0,104.0,81.0,55.0,331.0,0,0,0,0,0,0,0,
2669,20241013,10,106,83,1098.0,1300,1254.0,-6.0,1512,1503.0,-9.0,21.0,14.0,192.0,189.0,154.0,1119.0,0,0,0,0,0,0,0,
2670,20240226,4,244,106,2625.0,600,603.0,3.0,809,803.0,-6.0,29.0,6.0,129.0,120.0,85.0,680.0,0,0,0,0,0,0,0,
2671,20240419,11,64,38,5269.0,1434,1429.0,-5.0,1508,1504.0,-4.0,20.0,16.0,94.0,95.0,59.0,328.0,0,0,0,0,0,0,0,
2672,20240725,14,25,186,4116.0,1250,1249.0,-1.0,1410,1402.0,-8.0,10.0,3.0,140.0,133.0,120.0,776.0,0,0,0,0,0,0,0,
2673,20240616,5,257,205,2669.0,1134,1131.0,-3.0,1431,1413.0,-18.0,13.0,8.0,177.0,162.0,141.0,1097.0,0,0,0,0,0,0,0,
2674,20240424,14,163,89,2785.0,1135,1127.0,-8.0,1630,1621.0,-9.0,16.0,22.0,175.0,174.0,136.0,1216.0,0,0,0,0,0,0,0,
2675,20240215,7,267,97,2972.0,1830,1909.0,39.0,1941,2032.0,51.0,16.0,5.0,131.0,143.0,122.0,734.0,13,0,12,0,26,0,0,
2676,20241204,9,136,83,3544.0,602,556.0,-6.0,728,727.0,-1.0,11.0,11.0,86.0,91.0,69.0,247.0,0,0,0,0,0,0,0,
2677,20241201,14,278,50,799.0,2035,2029.0,-6.0,2155,2156.0,1.0,8.0,23.0,80.0,87.0,56.0,358.0,0,0,0,0,0,0,0,
2678,20241231,12,261,82,5279.0,1247,1247.0,0.0,1630,1620.0,-10.0,23.0,11.0,163.0,153.0,119.0,931.0,0,0,0,0,0,0,0,
2679,20241230,13,135,268,1141.0,1425,1419.0,-6.0,2135,2131.0,-4.0,24.0,6.0,310.0,312.0,282.0,2398.0,0,0,0,0,0,0,0,
2680,20240309,11,209,64,5132.0,635,623.0,-12.0,751,729.0,-22.0,13.0,9.0,76.0,66.0,44.0,157.0,0,0,0,0,0,0,0,
2681,20240318,15,174,79,5614.0,1645,1644.0,-1.0,1811,1814.0,3.0,23.0,16.0,86.0,90.0,51.0,214.0,0,0,0,0,0,0,0,
2682,20240602,5,282,18,2723.0,1239,1232.0,-7.0,1417,1416.0,-1.0,19.0,12.0,98.0,104.0,73.0,444.0,0,0,0,0,0,0,0,
2683,20240323,5,40,18,923.0,715,708.0,-7.0,1025,1003.0,-22.0,22.0,8.0,190.0,175.0,145.0,946.0,0,0,0,0,0,0,0,
2684,20240205,14,73,51,1281.0,710,707.0,-3.0,840,832.0,-8.0,16.0,6.0,90.0,85.0,63.0,430.0,0,0,0,0,0,0,0,
2685,20240521,4,155,58,1273.0,710,700.0,-10.0,920,905.0,-15.0,23.0,9.0,130.0,125.0,93.0,636.0,0,0,0,0,0,0,0,
2686,20241227,2,83,279,2659.0,1437,1434.0,-3.0,1600,1607.0,7.0,27.0,7.0,203.0,213.0,179.0,1205.0,0,0,0,0,0,0,0,
2687,20241206,15,174,79,5770.0,630,629.0,-1.0,755,740.0,-15.0,17.0,6.0,85.0,71.0,48.0,214.0,0,0,0,0,0,0,0,
2688,20240606,10,163,148,566.0,2253,2347.0,54.0,533,611.0,38.0,14.0,11.0,220.0,204.0,179.0,1590.0,11,0,27,0,0,0,0,
2689,20240402,6,268,82,1094.0,47,58.0,11.0,420,441.0,21.0,17.0,9.0,153.0,163.0,137.0,967.0,11,0,10,0,0,0,0,
2690,20240115,14,136,77,62.0,2130,2302.0,92.0,2235,111.0,156.0,29.0,59.0,65.0,129.0,41.0,239.0,0,0,64,0,92,0,0,
2691,20240711,2,64,215,845.0,2115,2117.0,2.0,2300,2249.0,-11.0,16.0,6.0,285.0,272.0,250.0,2078.0,0,0,0,0,0,0,0,
2692,20240123,5,155,293,2093.0,1200,1200.0,0.0,1457,1459.0,2.0,20.0,4.0,177.0,179.0,155.0,1005.0,0,0,0,0,0,0,0,
2693,20240102,2,176,225,697.0,2130,2206.0,36.0,635,710.0,35.0,21.0,3.0,365.0,364.0,340.0,2979.0,35,0,0,0,0,0,0,
2694,20241029,5,18,183,1470.0,1645,1639.0,-6.0,1752,1739.0,-13.0,12.0,6.0,127.0,120.0,102.0,692.0,0,0,0,0,0,0,0,
2695,20240612,2,165,83,1653.0,1235,1337.0,62.0,1743,1833.0,50.0,18.0,8.0,188.0,176.0,150.0,1235.0,20,0,0,0,30,0,0,
2696,20241123,14,293,49,1682.0,605,600.0,-5.0,840,842.0,2.0,13.0,3.0,155.0,162.0,146.0,1053.0,0,0,0,0,0,0,0,
2697,20240823,13,82,214,2327.0,1345,1342.0,-3.0,1614,1604.0,-10.0,13.0,7.0,89.0,82.0,62.0,472.0,0,0,0,0,0,0,0,
2698,20240912,14,163,215,4004.0,2150,2145.0,-5.0,2250,2251.0,1.0,23.0,4.0,60.0,66.0,39.0,197.0,0,0,0,0,0,0,0,
2699,20241115,12,242,268,5452.0,1050,1041.0,-9.0,1200,1208.0,8.0,13.0,23.0,70.0,87.0,51.0,199.0,0,0,0,0,0,0,0,
2700,20240225,14,225,82,286.0,1500,1505.0,5.0,1645,1639.0,-6.0,14.0,7.0,105.0,94.0,73.0,602.0,0,0,0,0,0,0,0,
2701,20240616,5,18,273,549.0,1759,1757.0,-2.0,1957,1940.0,-17.0,8.0,2.0,298.0,283.0,273.0,2116.0,0,0,0,0,0,0,0,
2702,20240324,5,205,224,2622.0,713,710.0,-3.0,1049,1052.0,3.0,36.0,7.0,156.0,162.0,119.0,980.0,0,0,0,0,0,0,0,
2703,20241209,8,135,151,532.0,1830,1832.0,2.0,1925,1937.0,12.0,17.0,7.0,55.0,65.0,41.0,216.0,0,0,0,0,0,0,0,
2704,20240105,5,18,254,1217.0,2235,2238.0,3.0,16,20.0,4.0,23.0,6.0,101.0,102.0,73.0,515.0,0,0,0,0,0,0,0,
2705,20240827,5,183,18,2805.0,955,949.0,-6.0,1251,1241.0,-10.0,11.0,9.0,116.0,112.0,92.0,692.0,0,0,0,0,0,0,0,
2706,20240825,2,163,225,440.0,1333,1330.0,-3.0,1450,1439.0,-11.0,18.0,6.0,77.0,69.0,45.0,255.0,0,0,0,0,0,0,0,
2707,20241110,12,50,284,3401.0,1029,1023.0,-6.0,1159,1224.0,25.0,43.0,6.0,90.0,121.0,72.0,387.0,25,0,0,0,0,0,0,
2708,20240501,10,163,257,428.0,1615,1604.0,-11.0,2052,2050.0,-2.0,13.0,3.0,157.0,166.0,150.0,1069.0,0,0,0,0,0,0,0,
2709,20241207,1,18,191,5304.0,855,848.0,-7.0,859,837.0,-22.0,15.0,4.0,64.0,49.0,30.0,147.0,0,0,0,0,0,0,0,
2710,20241108,13,268,215,1074.0,2100,2117.0,17.0,2223,2246.0,23.0,28.0,3.0,83.0,89.0,58.0,363.0,0,0,6,0,17,0,0,
2711,20240907,5,102,18,561.0,2230,2248.0,18.0,548,552.0,4.0,10.0,6.0,258.0,244.0,228.0,1997.0,0,0,0,0,0,0,0,
2712,20240813,14,77,166,4681.0,2045,2045.0,0.0,2155,2147.0,-8.0,14.0,4.0,70.0,62.0,44.0,293.0,0,0,0,0,0,0,0,
2713,20240702,13,216,266,2091.0,1330,1328.0,-2.0,1608,1608.0,0.0,19.0,10.0,278.0,280.0,251.0,1721.0,0,0,0,0,0,0,0,
2714,20241007,6,51,194,1665.0,1309,1301.0,-8.0,1604,1539.0,-25.0,15.0,10.0,175.0,158.0,133.0,946.0,0,0,0,0,0,0,0,
2715,20240921,2,221,224,125.0,1208,1201.0,-7.0,1449,1438.0,-11.0,8.0,10.0,161.0,157.0,139.0,951.0,0,0,0,0,0,0,0,
2716,20241001,14,165,82,3043.0,1310,1312.0,2.0,1635,1643.0,8.0,25.0,4.0,145.0,151.0,122.0,862.0,0,0,0,0,0,0,0,
2717,20240114,4,18,174,2613.0,1653,1814.0,81.0,1859,2037.0,98.0,30.0,9.0,126.0,143.0,104.0,762.0,0,0,51,0,47,0,0,
2718,20240121,5,18,283,2732.0,2155,2154.0,-1.0,2238,2229.0,-9.0,11.0,8.0,103.0,95.0,76.0,484.0,0,0,0,0,0,0,0,
2719,20240319,14,64,51,3244.0,700,656.0,-4.0,825,812.0,-13.0,14.0,4.0,85.0,76.0,58.0,361.0,0,0,0,0,0,0,0,
2720,20240227,4,266,40,498.0,2202,2157.0,-5.0,614,603.0,-11.0,17.0,5.0,312.0,306.0,284.0,2496.0,0,0,0,0,0,0,0,
2721,20240414,15,174,148,4793.0,1800,1753.0,-7.0,2019,1954.0,-25.0,11.0,9.0,139.0,121.0,101.0,660.0,0,0,0,0,0,0,0,
2722,20240109,14,293,25,1548.0,1530,1930.0,240.0,1815,2150.0,215.0,9.0,6.0,165.0,140.0,125.0,1111.0,166,0,0,0,49,0,0,
2723,20241216,11,64,302,5613.0,1432,1427.0,-5.0,1540,1528.0,-12.0,21.0,4.0,68.0,61.0,36.0,177.0,0,0,0,0,0,0,0,
2724,20241211,2,282,64,2475.0,1144,1156.0,12.0,1339,1358.0,19.0,27.0,9.0,115.0,122.0,86.0,547.0,12,0,7,0,0,0,0,
2725,20240624,14,186,273,513.0,2015,2113.0,58.0,2245,2341.0,56.0,17.0,4.0,270.0,268.0,247.0,1838.0,54,0,0,0,2,0,0,
2726,20240410,5,205,254,826.0,1525,1519.0,-6.0,1948,1943.0,-5.0,13.0,4.0,203.0,204.0,187.0,1416.0,0,0,0,0,0,0,0,
2727,20240618,13,216,143,2341.0,1245,1244.0,-1.0,1538,1540.0,2.0,19.0,13.0,173.0,176.0,144.0,925.0,0,0,0,0,0,0,0,
2728,20240808,3,225,222,751.0,1000,952.0,-8.0,1236,1228.0,-8.0,14.0,3.0,156.0,156.0,139.0,1009.0,0,0,0,0,0,0,0,
2729,20240514,5,276,143,1022.0,1355,1351.0,-4.0,1800,1747.0,-13.0,21.0,6.0,185.0,176.0,149.0,1195.0,0,0,0,0,0,0,0,
2730,20240723,2,174,194,1698.0,1830,1825.0,-5.0,2142,2140.0,-2.0,27.0,4.0,192.0,195.0,164.0,1096.0,0,0,0,0,0,0,0,
2731,20240613,5,40,293,1439.0,1540,1607.0,27.0,1904,1934.0,30.0,27.0,5.0,204.0,207.0,175.0,1185.0,1,0,3,0,26,0,0,
2732,20240929,14,283,89,4003.0,1020,1012.0,-8.0,1125,1103.0,-22.0,8.0,3.0,65.0,51.0,40.0,259.0,0,0,0,0,0,0,0,
2733,20240310,4,174,82,1942.0,1350,1415.0,25.0,1646,1614.0,-32.0,16.0,8.0,296.0,239.0,215.0,1620.0,0,0,0,0,0,0,0,
2734,20240420,9,241,83,3535.0,1219,1536.0,197.0,1542,1917.0,215.0,18.0,11.0,143.0,161.0,132.0,835.0,0,88,18,0,109,0,0,
2735,20241103,13,82,98,1233.0,1133,1135.0,2.0,1718,1653.0,-25.0,13.0,7.0,225.0,198.0,178.0,1605.0,0,0,0,0,0,0,0,
2736,20240925,2,268,83,402.0,540,554.0,14.0,1112,1146.0,34.0,18.0,15.0,212.0,232.0,199.0,1464.0,0,0,34,0,0,0,0,
2737,20240708,5,279,276,1198.0,1001,953.0,-8.0,1251,1239.0,-12.0,12.0,4.0,110.0,106.0,90.0,588.0,0,0,0,0,0,0,0,
2738,20241219,5,18,20,1060.0,1759,1809.0,10.0,1936,1927.0,-9.0,11.0,8.0,157.0,138.0,119.0,813.0,0,0,0,0,0,0,0,
2739,20240605,12,102,256,3428.0,1210,1202.0,-8.0,1325,1315.0,-10.0,12.0,3.0,75.0,73.0,58.0,314.0,0,0,0,0,0,0,0,
2740,20240626,12,82,108,5918.0,1010,1006.0,-4.0,1253,1242.0,-11.0,22.0,5.0,103.0,96.0,69.0,483.0,0,0,0,0,0,0,0,
2741,20241220,13,165,143,2194.0,545,545.0,0.0,1102,1059.0,-3.0,14.0,8.0,197.0,194.0,172.0,1379.0,0,0,0,0,0,0,0,
2742,20240621,14,183,82,3330.0,1705,1827.0,82.0,1755,1924.0,89.0,22.0,6.0,110.0,117.0,89.0,533.0,0,0,89,0,0,0,0,
2743,20240401,14,20,136,5237.0,845,843.0,-2.0,945,939.0,-6.0,17.0,4.0,60.0,56.0,35.0,148.0,0,0,0,0,0,0,0,
2744,20240111,5,18,117,2254.0,845,844.0,-1.0,957,956.0,-1.0,20.0,5.0,72.0,72.0,47.0,300.0,0,0,0,0,0,0,0,
2745,20240522,15,142,73,3548.0,832,829.0,-3.0,1011,1013.0,2.0,31.0,9.0,99.0,104.0,64.0,388.0,0,0,0,0,0,0,0,
2746,20240207,12,213,216,5364.0,743,736.0,-7.0,955,934.0,-21.0,12.0,13.0,132.0,118.0,93.0,693.0,0,0,0,0,0,0,0,
2747,20241024,2,184,83,1772.0,1735,1728.0,-7.0,1938,1940.0,2.0,19.0,30.0,183.0,192.0,143.0,985.0,0,0,0,0,0,0,0,
2748,20240721,14,278,256,2235.0,855,855.0,0.0,1025,1028.0,3.0,12.0,10.0,90.0,93.0,71.0,480.0,0,0,0,0,0,0,0,
2749,20240614,13,254,143,1239.0,900,858.0,-2.0,1034,1011.0,-23.0,10.0,8.0,154.0,133.0,115.0,861.0,0,0,0,0,0,0,0,
2750,20240114,5,79,18,426.0,1000,953.0,-7.0,1203,1144.0,-19.0,14.0,7.0,123.0,111.0,90.0,547.0,0,0,0,0,0,0,0,
2751,20241016,14,163,273,3079.0,730,726.0,-4.0,900,839.0,-21.0,11.0,3.0,90.0,73.0,59.0,386.0,0,0,0,0,0,0,0,
2752,20240211,5,275,90,1913.0,1530,1527.0,-3.0,1928,1914.0,-14.0,22.0,8.0,298.0,287.0,257.0,1930.0,0,0,0,0,0,0,0,
2753,20240708,5,18,244,1488.0,1115,1108.0,-7.0,1239,1245.0,6.0,12.0,28.0,84.0,97.0,57.0,356.0,0,0,0,0,0,0,0,
2754,20241017,14,212,135,3414.0,1340,1336.0,-4.0,1430,1429.0,-1.0,8.0,22.0,50.0,53.0,23.0,100.0,0,0,0,0,0,0,0,
2755,20240629,2,231,83,2002.0,1558,1724.0,86.0,1803,1915.0,72.0,12.0,13.0,125.0,111.0,86.0,604.0,7,0,0,0,65,0,0,
2756,20241217,15,98,30,3408.0,1947,1943.0,-4.0,2125,2116.0,-9.0,24.0,7.0,98.0,93.0,62.0,393.0,0,0,0,0,0,0,0,
2757,20240318,15,148,79,4294.0,2125,2116.0,-9.0,2305,2255.0,-10.0,8.0,21.0,100.0,99.0,70.0,500.0,0,0,0,0,0,0,0,
2758,20240224,13,142,268,700.0,830,827.0,-3.0,1143,1133.0,-10.0,16.0,7.0,373.0,366.0,343.0,2419.0,0,0,0,0,0,0,0,
2759,20240117,3,266,159,843.0,1207,1230.0,23.0,1630,1946.0,,38.0,4.0,383.0,,,2688.0,0,0,0,0,0,0,1,
2760,20241025,12,18,110,4093.0,1549,1545.0,-4.0,1732,1721.0,-11.0,22.0,4.0,103.0,96.0,70.0,508.0,0,0,0,0,0,0,0,
2761,20240206,2,225,83,1663.0,1619,1614.0,-5.0,1940,1953.0,13.0,15.0,27.0,141.0,159.0,117.0,868.0,0,0,0,0,0,0,0,
2762,20240725,5,49,18,1148.0,1559,1559.0,0.0,1805,1802.0,-3.0,15.0,8.0,126.0,123.0,100.0,712.0,0,0,0,0,0,0,0,
2763,20240924,13,82,51,642.0,1755,1753.0,-2.0,2321,2322.0,1.0,26.0,5.0,206.0,209.0,178.0,1491.0,0,0,0,0,0,0,0,
2764,20240903,7,23,226,636.0,1000,953.0,-7.0,1505,1452.0,-13.0,18.0,5.0,185.0,179.0,156.0,1312.0,0,0,0,0,0,0,0,
2765,20241001,11,64,71,5164.0,906,914.0,8.0,1026,1102.0,36.0,65.0,3.0,80.0,108.0,40.0,221.0,8,0,28,0,0,0,0,
2766,20240908,14,38,136,660.0,1420,1435.0,15.0,1625,1638.0,13.0,17.0,4.0,125.0,123.0,102.0,670.0,0,0,0,0,0,0,0,
2767,20240209,10,184,148,3961.0,1148,1137.0,-11.0,1414,1410.0,-4.0,12.0,13.0,146.0,153.0,128.0,829.0,0,0,0,0,0,0,0,
2768,20240221,14,65,184,250.0,910,903.0,-7.0,1135,1055.0,-40.0,11.0,7.0,145.0,112.0,94.0,802.0,0,0,0,0,0,0,0,
2769,20240208,10,163,3,2510.0,1641,1635.0,-6.0,1915,1900.0,-15.0,12.0,9.0,94.0,85.0,64.0,486.0,0,0,0,0,0,0,0,
2770,20240126,4,174,106,1371.0,929,933.0,4.0,1236,1252.0,16.0,29.0,8.0,187.0,199.0,162.0,1076.0,4,0,12,0,0,0,0,
2771,20241109,13,276,82,1790.0,1440,1433.0,-7.0,1616,1600.0,-16.0,20.0,11.0,96.0,87.0,56.0,391.0,0,0,0,0,0,0,0,
2772,20240504,9,216,172,3318.0,1820,1822.0,2.0,2057,2112.0,15.0,48.0,5.0,97.0,110.0,57.0,323.0,2,0,13,0,0,0,0,
2773,20240809,2,64,306,2909.0,1515,1634.0,79.0,1553,1741.0,108.0,41.0,11.0,98.0,127.0,75.0,460.0,31,0,29,0,48,0,0,
2774,20240820,13,216,83,2100.0,1310,1302.0,-8.0,1544,1515.0,-29.0,19.0,13.0,154.0,133.0,101.0,802.0,0,0,0,0,0,0,0,
2775,20241212,2,194,293,798.0,1707,1700.0,-7.0,1813,1809.0,-4.0,14.0,16.0,66.0,69.0,39.0,204.0,0,0,0,0,0,0,0,
2776,20240228,14,279,211,1011.0,1300,1256.0,-4.0,1430,1414.0,-16.0,15.0,4.0,90.0,78.0,59.0,371.0,0,0,0,0,0,0,0,
2777,20241102,5,222,276,1270.0,510,500.0,-10.0,758,738.0,-20.0,9.0,5.0,108.0,98.0,84.0,630.0,0,0,0,0,0,0,0,
2778,20240703,12,225,59,4927.0,1855,1953.0,58.0,2355,41.0,46.0,14.0,5.0,180.0,168.0,149.0,1252.0,46,0,0,0,0,0,0,
2779,20241008,5,282,205,1699.0,1458,1446.0,-12.0,1733,1704.0,-29.0,12.0,3.0,215.0,198.0,183.0,1342.0,0,0,0,0,0,0,0,
2780,20240907,7,73,306,363.0,1200,1156.0,-4.0,1250,1246.0,-4.0,18.0,11.0,110.0,110.0,81.0,600.0,0,0,0,0,0,0,0,
2781,20240414,5,99,18,1035.0,1142,1128.0,-14.0,1345,2310.0,,22.0,7.0,123.0,,,646.0,0,0,0,0,0,0,1,
2782,20240515,14,184,229,3207.0,1100,1121.0,21.0,1320,1446.0,86.0,86.0,6.0,140.0,205.0,113.0,834.0,21,0,65,0,0,0,0,
2783,20241027,7,106,21,225.0,2108,2058.0,-10.0,2307,2250.0,-17.0,15.0,7.0,119.0,112.0,90.0,661.0,0,0,0,0,0,0,0,
2784,20240704,4,184,234,767.0,1800,1850.0,50.0,2100,2208.0,68.0,21.0,4.0,180.0,198.0,173.0,1179.0,0,50,18,0,0,0,0,
2785,20240505,3,266,273,1084.0,1545,1609.0,24.0,1753,1817.0,24.0,23.0,7.0,128.0,128.0,98.0,696.0,0,0,0,0,24,0,0,
2786,20240603,14,51,184,2341.0,1200,1156.0,-4.0,1415,1403.0,-12.0,16.0,5.0,135.0,127.0,106.0,787.0,0,0,0,0,0,0,0,
2787,20240731,5,194,18,1323.0,1648,1647.0,-1.0,1903,1858.0,-5.0,20.0,11.0,135.0,131.0,100.0,594.0,0,0,0,0,0,0,0,
2788,20241029,14,82,186,2006.0,1720,1716.0,-4.0,2040,2022.0,-18.0,14.0,6.0,140.0,126.0,106.0,895.0,0,0,0,0,0,0,0,
2789,20240904,2,174,83,2437.0,1100,1131.0,31.0,1352,1423.0,31.0,21.0,14.0,232.0,232.0,197.0,1389.0,9,0,0,0,22,0,0,
2790,20240425,5,221,40,2079.0,1230,1506.0,156.0,1545,1823.0,158.0,21.0,17.0,195.0,197.0,159.0,1197.0,0,0,2,0,156,0,0,
2791,20240929,7,223,13,886.0,900,859.0,-1.0,1150,1136.0,-14.0,12.0,4.0,170.0,157.0,141.0,1185.0,0,0,0,0,0,0,0,
2792,20240111,12,273,165,3883.0,1935,1930.0,-5.0,2108,2054.0,-14.0,25.0,7.0,93.0,84.0,52.0,308.0,0,0,0,0,0,0,0,
2793,20240114,13,82,293,314.0,1743,1841.0,58.0,2312,2342.0,30.0,14.0,6.0,209.0,181.0,161.0,1506.0,0,0,0,0,30,0,0,
2794,20241215,15,79,40,5712.0,1345,1340.0,-5.0,1533,1507.0,-26.0,17.0,5.0,108.0,87.0,65.0,399.0,0,0,0,0,0,0,0,
2795,20240229,3,256,222,1073.0,1025,1028.0,3.0,1308,1258.0,-10.0,18.0,4.0,163.0,150.0,128.0,933.0,0,0,0,0,0,0,0,
2796,20240711,2,244,64,2164.0,952,943.0,-9.0,1058,1039.0,-19.0,11.0,8.0,66.0,56.0,37.0,130.0,0,0,0,0,0,0,0,
2797,20241207,4,293,25,1534.0,1445,1442.0,-3.0,1733,1736.0,3.0,12.0,9.0,168.0,174.0,153.0,1111.0,0,0,0,0,0,0,0,
2798,20240822,13,82,241,441.0,2048,2042.0,-6.0,2200,2152.0,-8.0,22.0,6.0,72.0,70.0,42.0,300.0,0,0,0,0,0,0,0,
2799,20240728,12,205,108,3935.0,1800,1831.0,31.0,1910,1939.0,29.0,29.0,5.0,70.0,68.0,34.0,196.0,0,29,0,0,0,0,0,
2800,20241102,4,40,165,387.0,1500,1504.0,4.0,1833,1837.0,4.0,20.0,12.0,393.0,393.0,361.0,2611.0,0,0,0,0,0,0,0,
2801,20240514,5,144,18,2020.0,1122,1158.0,36.0,1430,1452.0,22.0,10.0,7.0,128.0,114.0,97.0,782.0,0,0,0,0,22,0,0,
2802,20240717,13,165,184,1730.0,2300,2318.0,18.0,702,709.0,7.0,15.0,7.0,302.0,291.0,269.0,2218.0,0,0,0,0,0,0,0,
2803,20241205,1,155,244,5150.0,1600,1556.0,-4.0,1756,1804.0,8.0,33.0,10.0,116.0,128.0,85.0,427.0,0,0,0,0,0,0,0,
2804,20240908,12,256,102,3472.0,2029,2028.0,-1.0,2145,2142.0,-3.0,23.0,3.0,76.0,74.0,48.0,314.0,0,0,0,0,0,0,0,
2805,20240619,2,293,224,1806.0,700,703.0,3.0,937,940.0,3.0,13.0,5.0,157.0,157.0,139.0,920.0,0,0,0,0,0,0,0,
2806,20240313,14,282,77,1155.0,1200,1207.0,7.0,1355,1354.0,-1.0,12.0,8.0,175.0,167.0,147.0,934.0,0,0,0,0,0,0,0,
2807,20240801,1,58,155,5445.0,700,654.0,-6.0,902,901.0,-1.0,14.0,21.0,122.0,127.0,92.0,636.0,0,0,0,0,0,0,0,
